hotel_id,price,stock,city,date,language,mobile,avatar_id,group,brand,parking,pool,children_policy
297,371,5,madrid,5,danish,1,319182,Chillton Worldwide,Chill Garden Inn,1,1,0
246,380,5,madrid,5,danish,1,319182,Morriott International,Corlton,0,1,0
127,74,0,madrid,5,danish,1,319182,Independant,Independant,1,0,0
67,212,20,madrid,5,danish,1,319182,Chillton Worldwide,Chill Garden Inn,0,0,0
54,95,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
333,111,4,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
79,120,4,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
20,76,0,madrid,5,danish,1,319182,Independant,Independant,1,0,0
527,156,0,madrid,5,danish,1,319182,Yin Yang,Ardisson,0,0,0
800,98,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
717,380,5,madrid,5,danish,1,319182,Accar Hotels,Safitel,1,1,0
870,76,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
205,93,0,madrid,5,danish,1,319182,Independant,Independant,1,0,0
939,181,0,madrid,5,danish,1,319182,Morriott International,Morriot,1,1,0
964,158,0,madrid,5,danish,1,319182,Morriott International,CourtYord,0,1,0
847,89,11,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
147,184,0,madrid,5,danish,1,319182,Yin Yang,Royal Lotus,1,1,0
135,368,5,madrid,5,danish,1,319182,Chillton Worldwide,Chill Garden Inn,0,1,0
393,158,6,madrid,5,danish,1,319182,Boss Western,J.Halliday Inn,0,0,0
175,116,0,madrid,5,danish,1,319182,Boss Western,Boss Western,1,0,0
285,96,0,madrid,5,danish,1,319182,Independant,Independant,1,0,0
828,122,4,madrid,5,danish,1,319182,Independant,Independant,0,0,0
164,154,4,madrid,5,danish,1,319182,Yin Yang,Ardisson,1,0,0
483,100,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
413,275,10,madrid,5,danish,1,319182,Morriott International,Corlton,0,0,0
174,138,11,madrid,5,danish,1,319182,Accar Hotels,Marcure,0,0,0
747,186,7,madrid,5,danish,1,319182,Morriott International,Morriot,1,0,0
39,116,3,madrid,5,danish,1,319182,Accar Hotels,Navatel,0,0,0
721,72,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
909,71,0,madrid,5,danish,1,319182,Yin Yang,8 Premium,1,0,0
388,133,0,madrid,5,danish,1,319182,Yin Yang,Ardisson,1,0,0
619,131,0,madrid,5,danish,1,319182,Independant,Independant,1,0,0
768,386,5,madrid,5,danish,1,319182,Accar Hotels,Safitel,0,1,0
276,74,0,madrid,5,danish,1,319182,Yin Yang,8 Premium,0,0,0
600,67,0,madrid,5,danish,1,319182,Independant,Independant,1,0,0
313,73,0,madrid,5,danish,1,319182,Accar Hotels,Ibas,0,0,0
689,93,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
126,104,4,madrid,5,danish,1,319182,Independant,Independant,0,0,0
261,151,4,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
351,98,2,madrid,5,danish,1,319182,Independant,Independant,0,0,0
822,199,6,madrid,5,danish,1,319182,Morriott International,Morriot,1,0,0
75,151,2,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
233,159,0,madrid,5,danish,1,319182,Chillton Worldwide,Tripletree,0,0,0
857,116,4,madrid,5,danish,1,319182,Accar Hotels,Navatel,1,0,0
791,117,4,madrid,5,danish,1,319182,Boss Western,Boss Western,1,0,0
468,71,0,madrid,5,danish,1,319182,Accar Hotels,Ibas,0,0,0
888,227,20,madrid,5,danish,1,319182,Morriott International,Corlton,1,0,1
444,129,4,madrid,5,danish,1,319182,Boss Western,Boss Western,1,0,0
561,67,5,madrid,5,danish,1,319182,Independant,Independant,0,0,0
138,72,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
780,368,5,madrid,5,danish,1,319182,Accar Hotels,Safitel,1,1,0
966,84,2,madrid,5,danish,1,319182,Independant,Independant,0,0,0
411,98,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
120,154,4,madrid,5,danish,1,319182,Yin Yang,Ardisson,1,0,0
936,158,4,madrid,5,danish,1,319182,Boss Western,J.Halliday Inn,1,0,0
310,69,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
789,81,0,madrid,5,danish,1,319182,Accar Hotels,Ibas,1,0,0
860,156,4,madrid,5,danish,1,319182,Yin Yang,Ardisson,0,0,0
31,116,4,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
633,158,4,madrid,5,danish,1,319182,Morriott International,CourtYord,0,0,0
904,119,2,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
7,100,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
2,97,0,madrid,5,danish,1,319182,Independant,Independant,0,0,0
886,170,2,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
901,377,5,madrid,5,danish,1,319182,Morriott International,Corlton,1,1,0
499,260,4,madrid,5,danish,1,319182,Accar Hotels,Marcure,0,1,0
235,159,4,madrid,5,danish,1,319182,Morriott International,CourtYord,0,0,0
873,229,12,madrid,5,danish,1,319182,Accar Hotels,Safitel,1,1,0
154,346,5,madrid,5,danish,1,319182,Accar Hotels,Safitel,1,1,0
284,158,5,madrid,5,danish,1,319182,Yin Yang,Ardisson,1,0,1
845,341,5,madrid,5,danish,1,319182,Accar Hotels,Safitel,0,0,0
997,154,2,madrid,5,danish,1,319182,Chillton Worldwide,Tripletree,0,0,0
525,141,2,madrid,5,danish,1,319182,Boss Western,Boss Western,0,0,0
737,154,17,madrid,5,danish,1,319182,Accar Hotels,Marcure,0,0,0
398,68,2,madrid,5,danish,1,319182,Yin Yang,8 Premium,0,0,0
941,71,0,madrid,5,danish,1,319182,Independant,Independant,1,0,0
697,158,4,madrid,5,danish,1,319182,Yin Yang,Ardisson,0,0,0
495,366,5,madrid,5,danish,1,319182,Chillton Worldwide,Chill Garden Inn,0,0,0
581,148,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
455,174,10,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,0,0,0
16,176,0,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Tripletree,1,0,0
493,174,0,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Tripletree,0,0,0
588,173,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
158,176,5,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,0,0,0
604,128,3,amsterdam,5,bulgarian,0,319182,Accar Hotels,Navatel,1,0,0
821,109,1,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
807,403,5,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Chill Garden Inn,0,1,0
658,176,0,amsterdam,5,bulgarian,0,319182,Morriott International,CourtYord,1,0,0
587,151,0,amsterdam,5,bulgarian,0,319182,Boss Western,J.Halliday Inn,0,0,0
442,189,6,amsterdam,5,bulgarian,0,319182,Accar Hotels,Marcure,0,0,0
750,112,8,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,1,0
891,122,4,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
256,77,0,amsterdam,5,bulgarian,0,319182,Accar Hotels,Ibas,1,0,0
971,176,4,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Tripletree,1,0,0
585,74,6,amsterdam,5,bulgarian,0,319182,Yin Yang,8 Premium,0,0,0
627,105,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
10,151,0,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Tripletree,0,0,0
567,91,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
679,150,0,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Tripletree,1,0,0
548,247,9,amsterdam,5,bulgarian,0,319182,Morriott International,Corlton,0,1,0
224,142,8,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,1,0,0
505,108,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,1
925,123,0,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,1,0,0
441,211,7,amsterdam,5,bulgarian,0,319182,Yin Yang,Royal Lotus,0,0,0
680,150,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
570,107,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
460,82,0,amsterdam,5,bulgarian,0,319182,Accar Hotels,Ibas,0,0,0
82,108,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
146,211,5,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Quadrupletree,0,0,0
163,238,4,amsterdam,5,bulgarian,0,319182,Yin Yang,Royal Lotus,0,1,0
706,125,0,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,0,0,1
311,102,15,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
628,150,0,amsterdam,5,bulgarian,0,319182,Boss Western,J.Halliday Inn,0,0,0
34,78,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
603,355,5,amsterdam,5,bulgarian,0,319182,Morriott International,Corlton,0,1,0
892,276,4,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Quadrupletree,0,1,0
303,211,0,amsterdam,5,bulgarian,0,319182,Yin Yang,Royal Lotus,1,1,0
111,145,4,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,1,0,0
779,236,4,amsterdam,5,bulgarian,0,319182,Morriott International,Morriot,1,0,2
510,351,8,amsterdam,5,bulgarian,0,319182,Morriott International,Corlton,0,0,0
22,173,0,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,1,0,0
517,171,4,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,1,0,0
223,150,0,amsterdam,5,bulgarian,0,319182,Boss Western,J.Halliday Inn,0,0,0
218,291,4,amsterdam,5,bulgarian,0,319182,Yin Yang,Royal Lotus,0,0,1
777,178,0,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,0,0,0
140,183,2,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,0,0,0
778,108,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
269,151,0,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,0,1,0
591,313,9,amsterdam,5,bulgarian,0,319182,Accar Hotels,Safitel,0,0,0
482,79,0,amsterdam,5,bulgarian,0,319182,Accar Hotels,Ibas,1,0,0
45,174,0,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,0,0,0
429,247,17,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Chill Garden Inn,0,0,0
835,102,28,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
196,109,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
86,111,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
867,147,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
594,418,5,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Chill Garden Inn,0,1,0
960,404,5,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Chill Garden Inn,0,0,0
806,266,14,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Chill Garden Inn,0,0,1
103,179,15,amsterdam,5,bulgarian,0,319182,Yin Yang,Royal Lotus,1,1,0
450,170,24,amsterdam,5,bulgarian,0,319182,Morriott International,Morriot,0,0,0
9,84,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
410,126,4,amsterdam,5,bulgarian,0,319182,Accar Hotels,Navatel,0,0,0
117,91,2,amsterdam,5,bulgarian,0,319182,Yin Yang,8 Premium,1,0,0
83,174,4,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,0,0,0
933,150,0,amsterdam,5,bulgarian,0,319182,Boss Western,J.Halliday Inn,1,0,0
214,293,4,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Quadrupletree,0,1,0
475,105,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
967,78,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
105,173,4,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,0,0,0
715,173,0,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,0,0,0
507,125,4,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,0,0,0
366,78,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
674,133,0,amsterdam,5,bulgarian,0,319182,Accar Hotels,Navatel,0,0,0
657,255,4,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Quadrupletree,1,0,0
762,173,5,amsterdam,5,bulgarian,0,319182,Yin Yang,Ardisson,1,1,0
515,404,5,amsterdam,5,bulgarian,0,319182,Accar Hotels,Safitel,1,1,0
230,181,2,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,1,0,0
921,91,4,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
211,147,0,amsterdam,5,bulgarian,0,319182,Morriott International,CourtYord,1,0,0
326,284,7,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Chill Garden Inn,0,1,0
945,178,0,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Tripletree,0,0,0
760,271,4,amsterdam,5,bulgarian,0,319182,Yin Yang,Royal Lotus,0,0,0
307,125,4,amsterdam,5,bulgarian,0,319182,Accar Hotels,Navatel,1,0,0
369,75,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
916,133,4,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,1,0,0
783,99,0,amsterdam,5,bulgarian,0,319182,Yin Yang,8 Premium,1,0,0
387,413,5,amsterdam,5,bulgarian,0,319182,Accar Hotels,Safitel,1,0,0
788,108,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
317,202,6,amsterdam,5,bulgarian,0,319182,Accar Hotels,Marcure,0,0,0
676,87,2,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
283,114,4,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
743,171,2,amsterdam,5,bulgarian,0,319182,Morriott International,CourtYord,1,1,0
557,111,0,amsterdam,5,bulgarian,0,319182,Accar Hotels,Navatel,0,0,0
752,399,5,amsterdam,5,bulgarian,0,319182,Accar Hotels,Safitel,0,0,0
745,103,3,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
373,178,2,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,1,0,0
157,294,8,amsterdam,5,bulgarian,0,319182,Morriott International,Corlton,0,0,0
12,78,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
375,105,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
101,395,5,amsterdam,5,bulgarian,0,319182,Accar Hotels,Safitel,1,0,0
193,147,2,amsterdam,5,bulgarian,0,319182,Independant,Independant,0,0,0
969,84,0,amsterdam,5,bulgarian,0,319182,Accar Hotels,Ibas,1,0,0
724,294,7,amsterdam,5,bulgarian,0,319182,Morriott International,Corlton,1,0,0
264,79,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
85,156,2,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,1,0,0
660,171,1,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Tripletree,0,0,0
630,153,0,amsterdam,5,bulgarian,0,319182,Boss Western,J.Halliday Inn,0,0,0
902,209,7,amsterdam,5,bulgarian,0,319182,Yin Yang,Royal Lotus,1,1,0
417,176,0,amsterdam,5,bulgarian,0,319182,Morriott International,CourtYord,0,0,0
878,108,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
52,173,3,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Tripletree,0,0,0
271,81,0,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
352,99,20,amsterdam,5,bulgarian,0,319182,Independant,Independant,1,0,0
880,128,0,amsterdam,5,bulgarian,0,319182,Boss Western,Boss Western,0,0,0
172,130,0,amsterdam,5,bulgarian,0,319182,Accar Hotels,Navatel,1,0,0
917,401,5,amsterdam,5,bulgarian,0,319182,Morriott International,Corlton,1,1,0
234,173,0,amsterdam,5,bulgarian,0,319182,Boss Western,J.Halliday Inn,0,0,0
809,403,5,amsterdam,5,bulgarian,0,319182,Chillton Worldwide,Chill Garden Inn,0,1,0
656,129,2,paris,5,austrian,0,319182,Boss Western,Boss Western,1,0,0
207,174,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,0,0,1
949,334,6,paris,5,austrian,0,319182,Accar Hotels,Safitel,0,1,0
305,205,5,paris,5,austrian,0,319182,Morriott International,CourtYord,1,0,0
248,332,4,paris,5,austrian,0,319182,Accar Hotels,Marcure,0,0,0
176,91,0,paris,5,austrian,0,319182,Accar Hotels,Ibas,0,0,0
992,88,0,paris,5,austrian,0,319182,Accar Hotels,Ibas,0,0,0
756,262,6,paris,5,austrian,0,319182,Yin Yang,Royal Lotus,1,1,0
640,205,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,0,0,0
614,93,0,paris,5,austrian,0,319182,Accar Hotels,Ibas,1,0,0
484,146,4,paris,5,austrian,0,319182,Boss Western,Boss Western,0,0,0
868,304,4,paris,5,austrian,0,319182,Yin Yang,Royal Lotus,0,1,1
132,415,6,paris,5,austrian,0,319182,Accar Hotels,Safitel,0,1,0
467,271,51,paris,5,austrian,0,319182,Accar Hotels,Safitel,0,0,0
700,188,64,paris,5,austrian,0,319182,Accar Hotels,Marcure,0,0,0
647,151,0,paris,5,austrian,0,319182,Boss Western,Boss Western,1,0,0
576,240,0,paris,5,austrian,0,319182,Morriott International,Morriot,0,0,0
159,334,4,paris,5,austrian,0,319182,Chillton Worldwide,Quadrupletree,1,0,0
29,338,4,paris,5,austrian,0,319182,Accar Hotels,Marcure,1,0,0
225,202,2,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,1,0,0
477,89,0,paris,5,austrian,0,319182,Independant,Independant,1,0,0
238,169,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,1,0,0
331,104,4,paris,5,austrian,0,319182,Independant,Independant,0,0,0
803,385,5,paris,5,austrian,0,319182,Accar Hotels,Safitel,0,0,0
742,443,5,paris,5,austrian,0,319182,Accar Hotels,Safitel,1,1,0
182,172,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,1,0,0
379,373,8,paris,5,austrian,0,319182,Morriott International,Corlton,0,0,0
986,341,4,paris,5,austrian,0,319182,Chillton Worldwide,Quadrupletree,1,1,0
66,197,4,paris,5,austrian,0,319182,Yin Yang,Ardisson,0,0,0
884,236,4,paris,5,austrian,0,319182,Accar Hotels,Marcure,0,0,0
612,240,6,paris,5,austrian,0,319182,Chillton Worldwide,Quadrupletree,0,1,0
419,144,4,paris,5,austrian,0,319182,Accar Hotels,Navatel,1,0,0
825,199,6,paris,5,austrian,0,319182,Morriott International,CourtYord,0,0,0
229,235,7,paris,5,austrian,0,319182,Accar Hotels,Marcure,1,0,0
708,199,5,paris,5,austrian,0,319182,Yin Yang,Ardisson,1,0,0
299,122,0,paris,5,austrian,0,319182,Independant,Independant,1,0,0
314,124,0,paris,5,austrian,0,319182,Independant,Independant,1,0,1
257,199,0,paris,5,austrian,0,319182,Morriott International,CourtYord,0,0,0
889,202,4,paris,5,austrian,0,319182,Chillton Worldwide,Tripletree,0,0,0
634,92,0,paris,5,austrian,0,319182,Independant,Independant,0,0,0
577,199,0,paris,5,austrian,0,319182,Yin Yang,Ardisson,1,1,1
797,154,0,paris,5,austrian,0,319182,Accar Hotels,Navatel,0,0,0
767,199,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,1,0,0
851,94,0,paris,5,austrian,0,319182,Independant,Independant,1,0,0
972,106,4,paris,5,austrian,0,319182,Independant,Independant,1,0,0
998,238,0,paris,5,austrian,0,319182,Yin Yang,Royal Lotus,0,0,0
560,197,6,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,0,0,0
629,92,0,paris,5,austrian,0,319182,Independant,Independant,0,0,0
842,470,5,paris,5,austrian,0,319182,Accar Hotels,Safitel,1,1,0
254,174,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,0,0,0
595,199,0,paris,5,austrian,0,319182,Morriott International,CourtYord,0,0,0
227,90,0,paris,5,austrian,0,319182,Yin Yang,8 Premium,0,0,0
121,88,0,paris,5,austrian,0,319182,Independant,Independant,1,0,0
631,88,0,paris,5,austrian,0,319182,Yin Yang,8 Premium,1,0,0
912,174,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,0,0,0
946,343,4,paris,5,austrian,0,319182,Yin Yang,Royal Lotus,0,0,0
684,90,0,paris,5,austrian,0,319182,Yin Yang,8 Premium,0,0,0
863,484,5,paris,5,austrian,0,319182,Chillton Worldwide,Chill Garden Inn,0,1,0
259,146,0,paris,5,austrian,0,319182,Boss Western,Boss Western,0,0,0
853,199,5,paris,5,austrian,0,319182,Chillton Worldwide,Tripletree,1,0,0
663,164,7,paris,5,austrian,0,319182,Chillton Worldwide,Tripletree,0,0,0
903,94,0,paris,5,austrian,0,319182,Independant,Independant,1,0,0
734,149,0,paris,5,austrian,0,319182,Accar Hotels,Navatel,0,0,0
436,262,31,paris,5,austrian,0,319182,Accar Hotels,Safitel,0,0,0
942,332,4,paris,5,austrian,0,319182,Chillton Worldwide,Quadrupletree,0,1,0
882,235,0,paris,5,austrian,0,319182,Accar Hotels,Marcure,1,1,0
911,162,5,paris,5,austrian,0,319182,Boss Western,Boss Western,0,0,0
222,360,6,paris,5,austrian,0,319182,Morriott International,Corlton,1,0,0
69,267,55,paris,5,austrian,0,319182,Accar Hotels,Safitel,0,0,0
617,393,7,paris,5,austrian,0,319182,Morriott International,Corlton,0,1,0
62,91,0,paris,5,austrian,0,319182,Accar Hotels,Ibas,0,0,0
602,122,0,paris,5,austrian,0,319182,Independant,Independant,1,0,0
975,175,7,paris,5,austrian,0,319182,Yin Yang,Ardisson,0,0,0
474,194,4,paris,5,austrian,0,319182,Chillton Worldwide,Tripletree,0,0,0
338,208,18,paris,5,austrian,0,319182,Yin Yang,Royal Lotus,0,0,0
705,151,0,paris,5,austrian,0,319182,Boss Western,Boss Western,1,0,0
795,175,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,1,0,0
492,124,0,paris,5,austrian,0,319182,Independant,Independant,0,0,0
776,169,0,paris,5,austrian,0,319182,Morriott International,CourtYord,1,0,0
823,332,4,paris,5,austrian,0,319182,Accar Hotels,Marcure,1,1,0
741,201,5,paris,5,austrian,0,319182,Morriott International,CourtYord,0,0,0
327,240,0,paris,5,austrian,0,319182,Morriott International,Morriot,0,0,0
412,281,71,paris,5,austrian,0,319182,Accar Hotels,Safitel,1,0,0
148,121,0,paris,5,austrian,0,319182,Independant,Independant,0,0,0
290,202,4,paris,5,austrian,0,319182,Yin Yang,Ardisson,0,0,0
866,484,5,paris,5,austrian,0,319182,Accar Hotels,Safitel,1,1,0
24,353,7,paris,5,austrian,0,319182,Morriott International,Corlton,0,1,0
580,149,6,paris,5,austrian,0,319182,Boss Western,Boss Western,0,0,0
731,199,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,1,0,0
150,240,13,paris,5,austrian,0,319182,Accar Hotels,Marcure,0,0,0
910,93,0,paris,5,austrian,0,319182,Yin Yang,8 Premium,0,0,0
817,260,5,paris,5,austrian,0,319182,Chillton Worldwide,Quadrupletree,1,1,0
790,481,5,paris,5,austrian,0,319182,Accar Hotels,Safitel,1,1,0
841,92,0,paris,5,austrian,0,319182,Independant,Independant,0,0,0
837,444,5,paris,5,austrian,0,319182,Accar Hotels,Safitel,1,1,0
119,334,4,paris,5,austrian,0,319182,Morriott International,Morriot,1,0,0
723,91,0,paris,5,austrian,0,319182,Accar Hotels,Ibas,1,0,0
645,171,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,1,0,1
970,348,9,paris,5,austrian,0,319182,Chillton Worldwide,Chill Garden Inn,0,0,2
534,339,7,paris,5,austrian,0,319182,Morriott International,Corlton,0,0,0
41,144,4,paris,5,austrian,0,319182,Accar Hotels,Navatel,1,0,0
49,171,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,0,0,0
342,127,0,paris,5,austrian,0,319182,Independant,Independant,0,0,0
449,235,6,paris,5,austrian,0,319182,Yin Yang,Royal Lotus,1,0,0
736,238,5,paris,5,austrian,0,319182,Morriott International,Morriot,0,0,0
14,165,0,paris,5,austrian,0,319182,Independant,Independant,1,0,0
584,489,5,paris,5,austrian,0,319182,Accar Hotels,Safitel,0,0,0
564,97,0,paris,5,austrian,0,319182,Accar Hotels,Ibas,0,0,0
133,168,0,paris,5,austrian,0,319182,Independant,Independant,0,0,0
199,242,0,paris,5,austrian,0,319182,Yin Yang,Royal Lotus,0,0,0
65,171,0,paris,5,austrian,0,319182,Boss Western,J.Halliday Inn,0,0,0
21,91,0,paris,5,austrian,0,319182,Accar Hotels,Ibas,0,0,0
115,114,22,paris,5,austrian,0,319182,Independant,Independant,1,0,0
94,265,51,paris,5,austrian,0,319182,Accar Hotels,Safitel,0,0,0
885,181,8,paris,5,austrian,0,319182,Chillton Worldwide,Tripletree,0,0,0
216,255,6,paris,5,austrian,0,319182,Morriott International,Morriot,1,0,0
130,276,4,paris,5,austrian,0,319182,Accar Hotels,Marcure,0,0,0
948,255,6,paris,5,austrian,0,319182,Accar Hotels,Marcure,1,1,0
792,90,6,paris,5,austrian,0,319182,Independant,Independant,0,0,0
